iter	RMSE
176	0.094604014
177	0.09455612177
178	0.09441179394
179	0.09425501503
180	0.09391707663
181	0.09371170053
182	0.09347358267
183	0.09320469783
184	0.0929009543
185	0.09286117293
186	0.09266139311
187	0.09255899612
188	0.09240369852
189	0.09217550762
190	0.09198927397
191	0.09180646994
192	0.09159160434
193	0.09138278452
194	0.09109919199
195	0.09091019385
196	0.09065231924
197	0.09039920566
198	0.09014144485
199	0.08999344568
200	0.08977995455
201	0.08956864441
202	0.08943050144
203	0.08921034783
204	0.08897952481
205	0.08879695389
206	0.0886168476
207	0.08843476211
208	0.08827784707
209	0.08807005116
210	0.08786817973
211	0.08769885849
212	0.08751576688
213	0.08737714723
214	0.08709454775
215	0.08693928964
216	0.08685624505
217	0.08677266973
218	0.08661736501
219	0.08649006396
220	0.08644420856
221	0.08627446461
222	0.08612877488
223	0.08602788781
224	0.08596477355
225	0.08591698439
226	0.08574162066
227	0.08553609077
228	0.08535978848
229	0.08521392021
230	0.0850542613
231	0.08495646467
232	0.08489702999
233	0.08471051995
234	0.08447616875
235	0.08437638396
236	0.08421923814
237	0.08409972269
238	0.08392391976
239	0.08371036452
240	0.08362819246
241	0.08343105529
242	0.08325029253
243	0.08306968169
244	0.08303015271
245	0.08299307985
246	0.08289890518
247	0.0827974209
248	0.08267372347
249	0.08264073524
250	0.0824461731
251	0.08241689209
252	0.08222625307
253	0.08206851104
254	0.08187796714
255	0.08170635802
256	0.08156212691
257	0.08143423339
258	0.08130972
259	0.0812366573
260	0.08108181621
261	0.08094843338
262	0.08076826926
263	0.0806132688
264	0.08057655944
265	0.08045720445
266	0.0804217371
267	0.08026131804
268	0.0800818411
269	0.07988747098
270	0.0796901741
271	0.07961825202
272	0.07940710615
273	0.07931010922
274	0.07912113391
275	0.07897339746
276	0.07879301925
277	0.07873593296
278	0.07857689099
279	0.07846680639
280	0.07825559728
281	0.07813057531
282	0.07794700447
283	0.07773328722
284	0.07757144297
285	0.07751273877
286	0.07746651144
287	0.07733574467
288	0.07717040971
289	0.07701578378
290	0.07685942744
291	0.07681506798
292	0.07671617984
293	0.07650162974
294	0.07641953168
295	0.07625776034
296	0.07609424093
297	0.07601620853
298	0.0758529855
299	0.07573778811
300	0.07561260603
301	0.07543439121
302	0.07529584784
303	0.07516377538
304	0.07502525039
305	0.0749054077
306	0.07482041795
307	0.07470780974
308	0.07457113859
309	0.07446467508
310	0.0744303234
311	0.07425540283
312	0.07410247665
313	0.07402286534
314	0.07381679903
315	0.07372958402
316	0.07365925492
317	0.07358024831
318	0.07344054113
319	0.07330494572
320	0.07319972798
321	0.07304327701
322	0.07289694566
323	0.07282378478
324	0.0726740331
325	0.07253205017
326	0.07246597647
327	0.07236518098
328	0.07230070919
329	0.07219074452
330	0.0721262407
331	0.07203857788
332	0.07194681346
333	0.07185335177
334	0.07167667316
335	0.07155072763
336	0.0714030316
337	0.07127897108
338	0.07121886979
339	0.07108349286
340	0.07098685077
341	0.07082065044
342	0.0707643873
343	0.07061028796
344	0.07043127546
345	0.07028330157
346	0.07021758061
347	0.07008538023
348	0.06996399992
349	0.06990775621
350	0.06982535531
351	0.06978778613
352	0.06966472202
353	0.06956164767
354	0.06938103348
355	0.06926318275
356	0.06918264229
357	0.06912166356
358	0.06904453794
359	0.06894433602
360	0.06889018349
361	0.06877782221
362	0.06863948621
363	0.06845986347
364	0.06836132021
365	0.06821546772
366	0.06802205862
367	0.06791719866
368	0.06774658404
369	0.06759364916
370	0.06751060643
371	0.06739862738
372	0.06728494301
373	0.06723650159
374	0.06709362244
375	0.0669703796
376	0.06692515057
377	0.06678418317
378	0.06668388188
379	0.066601979
380	0.06647187554
381	0.06645020288
382	0.06632948219
383	0.06627711092
384	0.06617279201
385	0.06606138801
386	0.06594923728
387	0.06587260934
388	0.06578216089
389	0.06572825937
390	0.06559641888
391	0.06555337909
392	0.06549146626
393	0.06536725967
394	0.06523916147
395	0.06512114192
396	0.06509934423
397	0.06502090217
398	0.06490585653
399	0.06486496682
400	0.06477966074
401	0.06465462049
402	0.0645915219
403	0.0645226781
404	0.0644677901
405	0.06433356923
406	0.06431551585
407	0.0642277278
408	0.06416987302
409	0.06411201817
410	0.06398504177
411	0.06396862493
412	0.06382835631
413	0.06376387554
414	0.06360738862
415	0.06353350492
416	0.06351696498
417	0.06338032561
418	0.06330900866
419	0.06318587165
420	0.06310552705
421	0.06296457924
422	0.06283380311
423	0.06275441134
424	0.06267067651
425	0.0625955459
426	0.06253380955
427	0.06247844778
428	0.06242956413
429	0.06235738347
430	0.0622327725
431	0.06222233531
432	0.06214093325
433	0.06208844656
434	0.06198705321
435	0.06183034382
436	0.06171824395
437	0.06160808496
438	0.06146818461
439	0.06138798795
440	0.06135695223
441	0.06125404033
442	0.06113881893
443	0.06098544385
444	0.06097627378
445	0.06085744959
446	0.060843437
447	0.06081235902
448	0.06074339673
449	0.06058291582
450	0.06051170952
451	0.06046797964
452	0.06037838095
453	0.06030375088
454	0.0602564968
455	0.0600905108
456	0.0600226353
457	0.05991598254
458	0.05980749151
459	0.05973714159
460	0.05962274248
461	0.05952033468
462	0.05946604292
463	0.05934329464
464	0.0592334233
465	0.05919291878
466	0.05914337972
467	0.05907381198
468	0.05897809811
469	0.05897024723
470	0.05891909174
471	0.05881024096
472	0.05875530833
473	0.05861027327
474	0.05848793827
475	0.0584772448
476	0.05840136543
477	0.05833285513
478	0.05822291414
479	0.05821414338
480	0.05818479948
481	0.05817629637
482	0.05811564113
483	0.05800332007
484	0.05795537455
485	0.05786285533
486	0.05777678535
487	0.0577049471
488	0.05761631054
489	0.05754927188
490	0.05744013303
491	0.05734634476
492	0.05731890709
493	0.05721042801
494	0.05719209372
495	0.05715707066
496	0.05706375961
497	0.05693810808
498	0.056908111
499	0.05682558465
500	0.05676095295
501	0.05666155714
502	0.05660753428
503	0.05653683193
504	0.05641953694
505	0.05629262431
506	0.05617000346
507	0.05611740145
508	0.05601949054
509	0.05593102432
510	0.05582277308
511	0.05576090696
512	0.05565583011
513	0.0555972141
514	0.05552995244
515	0.05552300988
516	0.05542777198
517	0.05530883459
518	0.05523160416
519	0.05511654886
520	0.05505330842
521	0.0550465207
522	0.05495157247
523	0.05487689955
524	0.0548151116
525	0.05473165895
526	0.05466322429
527	0.05457818549
528	0.0544916378
529	0.05440341528
530	0.05439367797
531	0.05438503108
532	0.05429758553
533	0.05426109116
534	0.05412027372
535	0.0540319699
536	0.05397934487
537	0.05389461649
538	0.05382789041
539	0.05378056261
540	0.05370624167
541	0.05360697538
542	0.05351750153
543	0.05340126887
544	0.0533580044
545	0.0532575952
546	0.05321518788
547	0.05316541205
548	0.05309409016
549	0.0530111693
550	0.05297518725
551	0.05285275169
552	0.05279356098
553	0.05276971235
554	0.05268464646
555	0.05264681895
556	0.0525849891
557	0.05245312148
558	0.05244675458
559	0.05243021294
560	0.05236713762
561	0.05234330312
562	0.05226201123
563	0.05223138384
564	0.05215152396
565	0.05211699087
566	0.05209236571
567	0.05199723746
568	0.05189628731
569	0.05181812313
570	0.05170771851
571	0.05163909874
572	0.05161682553
573	0.0515402247
574	0.051483776
575	0.05146379047
576	0.05141412482
577	0.05129071016
578	0.0512148842
579	0.05115329591
580	0.05107863026
581	0.05101969179
582	0.05098390165
583	0.05092583162
584	0.05090319549
585	0.05082100069
586	0.05073014925
587	0.05065746247
588	0.05060121768
589	0.05058847597
590	0.05052055751
591	0.05040388729
592	0.05036782541
593	0.05028313762
594	0.05020034745
595	0.05014385641
596	0.05010710979
597	0.05006918669
598	0.04999179306
599	0.04992220881
600	0.04983152735
601	0.04978190876
602	0.04977104424
603	0.04970520732
604	0.04962272039
605	0.04955339942
606	0.04948306268
607	0.0493799938
608	0.049291204
609	0.04928127295
610	0.04921973294
611	0.04921413559
612	0.04915787444
613	0.04911513689
614	0.04902923834
615	0.04896054025
616	0.0488913208
617	0.04882068323
618	0.04881421169
619	0.0487573601
620	0.04869556315
621	0.04866371797
622	0.04864975062
623	0.04855530479
624	0.04847467489
625	0.04837669995
626	0.04831801852
627	0.04830594494
628	0.04820277665
629	0.04813852895
630	0.04807585619
631	0.04799859851
632	0.04794526626
633	0.04792761021
634	0.04786471476
635	0.04779251361
636	0.04777685011
637	0.04773237093
638	0.04768443669
639	0.04761813838
640	0.04755700313
641	0.04746823654
642	0.04739723652
643	0.04734295397
644	0.04727827774
645	0.04721046099
646	0.04711729473
647	0.04708611059
648	0.04699990467
649	0.04692417866
650	0.04691928726
651	0.04681559324
652	0.04671280571
653	0.04665691386
654	0.04662172345
655	0.04658253526
656	0.04653024542
657	0.04645198582
658	0.04638235899
659	0.04629438873
660	0.04624538016
661	0.04619954146
662	0.04618168182
663	0.0461316787
664	0.04611894875
665	0.04606892648
666	0.04601312309
667	0.0459596797
668	0.04590521544
669	0.04589426505
670	0.04588806993
671	0.04579544059
672	0.04574404897
673	0.0457078705
674	0.04565134645
675	0.04564273277
676	0.04554503112
677	0.04545016363
678	0.04543277809
679	0.04538203974
680	0.04536688693
681	0.04529608541
682	0.04523577443
683	0.04513285466
684	0.04508425266
685	0.04505373634
686	0.04500628912
687	0.04499207909
688	0.04490175579
689	0.04486939005
690	0.04485343989
691	0.0447774254
692	0.04477008441
693	0.04471607645
694	0.04471215428
695	0.04467679408
696	0.04464441767
697	0.0445715307
698	0.0444911238
699	0.0444081861
700	0.044397508
701	0.04437182136
702	0.04429929686
703	0.04427037472
704	0.0442174285
705	0.04416191271
706	0.0441547055
707	0.0440639145
708	0.04400182963
709	0.04396341618
710	0.04391927577
711	0.04386390894
712	0.0438466305
713	0.04377082949
714	0.04369811575
715	0.04362743309
716	0.04356399944
717	0.04351748859
718	0.0434555776
719	0.04344429853
720	0.04338786898
721	0.04331353483
722	0.04330504095
723	0.04325518535
724	0.04321222434
725	0.04319448625
726	0.04313107042
727	0.04306612211
728	0.04302812354
729	0.04298468135
730	0.04295433539
731	0.0428991501
732	0.04288204197
733	0.04284238942
734	0.04278963708
735	0.04273502486
736	0.04268471851
737	0.04264503055
738	0.04255844402
739	0.04253288345
740	0.04249866681
741	0.0424262123
742	0.04236941906
743	0.04229891364
744	0.04228327185
745	0.04227483921
746	0.04220894267
747	0.04219163179
748	0.04217689171
749	0.0421197941
750	0.04207966182
751	0.04207265541
752	0.04199322545
753	0.04194689907
754	0.04193179448
755	0.04186782813
756	0.04179108275
757	0.04174354122
758	0.04168607216
759	0.04162067071
760	0.04158590883
761	0.04150987842
762	0.04147683646
763	0.04144644394
764	0.04137726972
765	0.04129401679
766	0.04122355642
767	0.04115596142
768	0.04115087755
769	0.04108758064
770	0.04099815534
771	0.0409416859
772	0.04086859402
773	0.04079894208
774	0.0407340196
775	0.04069500138
776	0.04064326448
777	0.04059725303
778	0.04058099063
779	0.04052886298
780	0.04052381142
781	0.04042922648
782	0.04038414267
783	0.04031864419
784	0.04025933235
785	0.04018290777
786	0.04012965072
787	0.04007127385
788	0.04002460538
789	0.03997822304
790	0.03996015662
791	0.03992362894
792	0.03987402882
793	0.03983133397
794	0.0398250992
795	0.03977599353
796	0.03973141587
797	0.03967311071
798	0.03962314361
799	0.03955058383
800	0.03948439533
801	0.03944996565
802	0.03942227418
803	0.03935134286
804	0.03929432349
805	0.03923612154
806	0.03916800047
807	0.03913211655
808	0.03911012178
809	0.0390748713
810	0.03907022616
811	0.03901404558
812	0.03899555509
813	0.03896216503
814	0.03890973613
815	0.03890453026
816	0.03890000757
817	0.03885523656
818	0.03878763695
819	0.03873095862
820	0.03868869578
821	0.03862538405
822	0.03858369251
823	0.03853869407
824	0.03849457524
825	0.03844825906
826	0.03842420938
827	0.0384068511
828	0.03835797526
829	0.03833394669
830	0.03828400821
831	0.03826099403
832	0.0382040032
833	0.03815011412
834	0.03813504931
835	0.03810660431
836	0.03805396848
837	0.03801535704
838	0.0379809178
839	0.03795673887
840	0.03792894706
841	0.03787780338
842	0.03787330393
843	0.0378574891
844	0.03782443853
845	0.03779977346
846	0.03779310798
847	0.03773845496
848	0.03773383456
849	0.03772942223
850	0.03769010476
851	0.03764675311
852	0.03764016428
853	0.03759933307
854	0.03753248138
855	0.03752715289
856	0.03746274713
857	0.03742261514
858	0.03739053112
859	0.03734028538
860	0.03730630151
861	0.03725741105
862	0.03719959511
863	0.03718649374
864	0.03714362474
865	0.03707666239
866	0.0370732072
867	0.0370231454
868	0.03694756346
869	0.03690308996
870	0.03689924744
871	0.03683617538
872	0.03678368429
873	0.03674268581
874	0.03673862637
875	0.03669904383
876	0.03668254859
877	0.03665207828
878	0.03664787496
879	0.03663198631
880	0.03658177842
881	0.03654869131
882	0.0365053064
883	0.03649726845
884	0.03646782824
885	0.03645057029
886	0.03642296723
887	0.03641728334
888	0.03636492278
889	0.03631616346
890	0.03626746242
891	0.03623187112
892	0.03621979454
893	0.03621648806
894	0.03614667767
895	0.036079489
896	0.03601474062
897	0.03600303012
898	0.0359556798
899	0.03590605145
900	0.03589956139
901	0.03587559812
902	0.03583719101
903	0.03582077692
904	0.03581059063
905	0.035807586
906	0.03580334072
907	0.03573970155
908	0.03571880155
909	0.03569372911
910	0.03563803222
911	0.03561862937
912	0.03561368273
913	0.03558596119
914	0.03557722513
915	0.03552939413
916	0.03547204338
917	0.03545843285
918	0.03543324977
919	0.03540771093
920	0.03535869938
921	0.03533090878
922	0.03528445232
923	0.03527691995
924	0.03523056529
925	0.03518092706
926	0.03514047034
927	0.03510128868
928	0.03507433802
929	0.03501616022
930	0.03500786317
931	0.03494413387
932	0.03487556549
933	0.03486074833
934	0.03484728574
935	0.03484237762
936	0.03482329079
937	0.03478171155
938	0.03477916088
939	0.03476063405
940	0.03475715387
941	0.0347544408
942	0.03474423415
943	0.03466379756
944	0.03459146252
945	0.0345402359
946	0.03447585044
947	0.03443213387
948	0.03438522329
949	0.03433772609
950	0.03424746292
951	0.03421182479
952	0.03415959963
953	0.03412072929
954	0.03411890502
955	0.03408241467
956	0.03402731055
957	0.03401557317
958	0.03395395381
959	0.03388582404
960	0.03388288405
961	0.03380486903
962	0.0337418288
963	0.03370747247
964	0.03369017198
965	0.03362953227
966	0.03362408032
967	0.03357368614
968	0.0335353063
969	0.03349519723
970	0.03349284126
971	0.03345094976
972	0.03337649716
973	0.03337419797
974	0.03333569872
975	0.03333347473
976	0.0332892862
977	0.03324220722
978	0.03321070973
979	0.03320779575
980	0.03317066248
981	0.03316757572
982	0.03309628693
983	0.03304389217
984	0.03299680339
985	0.03295168946
986	0.03294953989
987	0.03288717467
988	0.03285239148
989	0.03285005282
990	0.03281317191
991	0.03276458666
992	0.03274790557
993	0.03273788907
994	0.03268517884
995	0.03264523752
996	0.03257491059
997	0.03252316665
998	0.03248419221
999	0.03246986915
